;berufliche Kompetenzen;Beschreibung;Quelle Curriculum
1;"Kann grundsätzliche betriebswirtschaftliche Methoden (wie z.B.
Kostenrechnung und Kalkulation) und Konzepte bei berufstypischen
Aufgabenstellungen anwenden und bei Planungs- und Entscheidungsprozessen
Miteinbeziehen";;
